marcEntry,callNumber,itemID,library,location
"Dexter. The third season [videorecording (DVD)] / Showtime ; developed for television by James Manos, Jr.","W DVD 7290 THIRD SEASON, DISC 3",0201608729749,Lincoln Center--Quinn Library,AV
"Dexter. The third season [videorecording (DVD)] / Showtime ; developed for television by James Manos, Jr.","W DVD 7290 THIRD SEASON, DISC 3",0201609036102,Lincoln Center--Quinn Library,AV
"Dexter. The third season [videorecording (DVD)] / Showtime ; developed for television by James Manos, Jr.","W DVD 7290 THIRD SEASON, DISC 4",0201608729756,Lincoln Center--Quinn Library,AV
"Dexter. The third season [videorecording (DVD)] / Showtime ; developed for television by James Manos, Jr.","W DVD 7290 THIRD SEASON, DISC 4",0201609036110,Lincoln Center--Quinn Library,AV
"Dias de Santiago [videorecording (DVD)] = Days of Santiago / Chullachaki Producciones with support of the Hubert Bals Fund and the participation of Cachoeira Films & Mil Colores Media presents ; director & screenwriter, Josué Méndez.",W DVD 5374,0201608105007,Lincoln Center--Quinn Library,AV
"Dias de Santiago [videorecording (DVD)] = Days of Santiago / Chullachaki Producciones with support of the Hubert Bals Fund and the participation of Cachoeira Films & Mil Colores Media presents ; director & screenwriter, Josué Méndez.",W DVD 5374,0201608105015,Lincoln Center--Quinn Library,AV
Discovering cinema [videorecording (DVD)].,W DVD 7489 V.1,0201608061150,Lincoln Center--Quinn Library,AV
Discovering cinema [videorecording (DVD)].,W DVD 7489 V.1,0201608061168,Lincoln Center--Quinn Library,AV
"Divine trash [videorecording (DVD)] / the Independent Film Channel presents a Petite Trasho Picture in association with Big Shot Productions ; screenplay by Kevin Heffernan, Steve Yeager ; produced by Cindy Miller, Steve Yeager ; directed by Steve Yeager.",W DVD 2263,0201606848483,Lincoln Center--Quinn Library,AV
"Divine trash [videorecording (DVD)] / the Independent Film Channel presents a Petite Trasho Picture in association with Big Shot Productions ; screenplay by Kevin Heffernan, Steve Yeager ; produced by Cindy Miller, Steve Yeager ; directed by Steve Yeager.",W DVD 2263,0201609030899,Lincoln Center--Quinn Library,AV
Doctor Faustus [videorecording (DVD)] / a Shakespeare's Globe Production ; directed by Matthew Dunster ; composed by Jules Maxwell.,"W DVD 13,447, DISC 1",0201609426477,Lincoln Center--Quinn Library,RESERVE-LC
Doctor Faustus [videorecording (DVD)] / a Shakespeare's Globe Production ; directed by Matthew Dunster ; composed by Jules Maxwell.,"W DVD 13,447, DISC 1",0201609425693,Lincoln Center--Quinn Library,AV
Doctor Faustus [videorecording (DVD)] / a Shakespeare's Globe Production ; directed by Matthew Dunster ; composed by Jules Maxwell.,"W DVD 13,447, DISC 2",0201609425701,Lincoln Center--Quinn Library,AV
Doctor Faustus [videorecording (DVD)] / a Shakespeare's Globe Production ; directed by Matthew Dunster ; composed by Jules Maxwell.,"W DVD 13,447, DISC 2",0201609426485,Lincoln Center--Quinn Library,AV
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 1",0201609493626,Lincoln Center--Quinn Library,AV
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 1",0201609421650,Lincoln Center--Quinn Library,AV
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 2",0201609493634,Lincoln Center--Quinn Library,AV
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 2",0201609421668,Lincoln Center--Quinn Library,AV
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 3",0201609493642,Lincoln Center--Quinn Library,AV
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 3",0201609421676,Lincoln Center--Quinn Library,AV
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 4",0201609493659,Lincoln Center--Quinn Library,AV
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 4",0201609421684,Lincoln Center--Quinn Library,AV
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 5",0201609493667,Lincoln Center--Quinn Library,AV
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 5",0201609421692,Lincoln Center--Quinn Library,AV
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 6",0201609493675,Lincoln Center--Quinn Library,AV
Doctor Who. The complete third series [videorecording (DVD)] / a British Broadcasting Corporation production ; Canadian Broadcasting Corporation ; CBC Television ; produced by Phil Collinson.,"W DVD 5219 THIRD SERIES, DISC 6",0201609421700,Lincoln Center--Quinn Library,AV
Doctor Who. The infinite quest [videorecording (DVD)] / written by Alan Barnes.,"W DVD 12,967",0201609413749,Lincoln Center--Quinn Library,AV
Doctor Who. The infinite quest [videorecording (DVD)] / written by Alan Barnes.,"W DVD 12,967",0201609421502,Lincoln Center--Quinn Library,AV
"Don't move [videorecording (DVD)] = Non ti muovere / Northern Arts Entertainment in association with Unified Pictures, Cattleya and Medusa Film present a Cattleya, Alquimia Cinema, The Producers Films co-production in collaboration with Medusa Film, Telecinco, a film by Sergio Castellitto ; produced by Riccardo Tozzi, Giovanni Stabilini, Marico Chimenz ; written by Margaret Mazzantini and Sergio Castellitto ; directed by Sergio Castellitto.",W DVD 5636,0201607899683,Lincoln Center--Quinn Library,AV
"Don't move [videorecording (DVD)] = Non ti muovere / Northern Arts Entertainment in association with Unified Pictures, Cattleya and Medusa Film present a Cattleya, Alquimia Cinema, The Producers Films co-production in collaboration with Medusa Film, Telecinco, a film by Sergio Castellitto ; produced by Riccardo Tozzi, Giovanni Stabilini, Marico Chimenz ; written by Margaret Mazzantini and Sergio Castellitto ; directed by Sergio Castellitto.",W DVD 5636,0201608103994,Lincoln Center--Quinn Library,AV
"Don't say a word [videorecording (DVD)]/ Regency Enterprises and Village Roadshow Pictures present in association with NPV Entertainment a Kopelson Entertainment/New Regency/Further Films production ; screenplay by Anthony Peckham and Patrick Smith Kelly ; produced by Arnon Milchan, Arnold Kopelson, Anne Kopelson ; directed by Gary Fleder.",W DVD 515,0201605363906,Lincoln Center--Quinn Library,AV
"Don't say a word [videorecording (DVD)]/ Regency Enterprises and Village Roadshow Pictures present in association with NPV Entertainment a Kopelson Entertainment/New Regency/Further Films production ; screenplay by Anthony Peckham and Patrick Smith Kelly ; produced by Arnon Milchan, Arnold Kopelson, Anne Kopelson ; directed by Gary Fleder.",W DVD 515,0201606898348,Lincoln Center--Quinn Library,AV
Double Indemnity [videorecording (DVD)] / a Paramount picture ; screenplay by Billy Wilder and Raymond Chandler ; directed by Billy Wilder.,W DVD 92 2006 V.1,0201607540873,Lincoln Center--Quinn Library,AV
Double Indemnity [videorecording (DVD)] / a Paramount picture ; screenplay by Billy Wilder and Raymond Chandler ; directed by Billy Wilder.,W DVD 92 2006 V.1,0201607563032,Lincoln Center--Quinn Library,AV
Double Indemnity [videorecording (DVD)] / a Paramount picture ; screenplay by Billy Wilder and Raymond Chandler ; directed by Billy Wilder.,W DVD 92 2006 V.1,0201608150193,Lincoln Center--Quinn Library,AV
Double Indemnity [videorecording (DVD)] / a Paramount picture ; screenplay by Billy Wilder and Raymond Chandler ; directed by Billy Wilder.,W DVD 92 2006 V.1,0201608730713,Lincoln Center--Quinn Library,AV
Double Indemnity [videorecording (DVD)] / a Paramount picture ; screenplay by Billy Wilder and Raymond Chandler ; directed by Billy Wilder.,W DVD 92 2006 V.2,0201607540881,Lincoln Center--Quinn Library,AV
Double Indemnity [videorecording (DVD)] / a Paramount picture ; screenplay by Billy Wilder and Raymond Chandler ; directed by Billy Wilder.,W DVD 92 2006 V.2,0201607563040,Lincoln Center--Quinn Library,AV
Double Indemnity [videorecording (DVD)] / a Paramount picture ; screenplay by Billy Wilder and Raymond Chandler ; directed by Billy Wilder.,W DVD 92 2006 V.2,0201608150201,Lincoln Center--Quinn Library,AV
Double Indemnity [videorecording (DVD)] / a Paramount picture ; screenplay by Billy Wilder and Raymond Chandler ; directed by Billy Wilder.,W DVD 92 2006 V.2,0201608730721,Lincoln Center--Quinn Library,AV
"Downton Abbey. Season 2 [videorecording (DVD)] / written and created by Julian Fellowes ; executive producers, Gareth Neame, Rebecca Eaton, Julian Fellowes ; producer, Liz Trubridge ; a Carnival Films production ; a Carnival/Masterpiece co-production.","W DVD 11,728 SEASON TWO, DISC 1",0201609416536,Lincoln Center--Quinn Library,AV
"Downton Abbey. Season 2 [videorecording (DVD)] / written and created by Julian Fellowes ; executive producers, Gareth Neame, Rebecca Eaton, Julian Fellowes ; producer, Liz Trubridge ; a Carnival Films production ; a Carnival/Masterpiece co-production.","W DVD 11,728 SEASON TWO, DISC 1",0201609698521,Lincoln Center--Quinn Library,AV
"Downton Abbey. Season 2 [videorecording (DVD)] / written and created by Julian Fellowes ; executive producers, Gareth Neame, Rebecca Eaton, Julian Fellowes ; producer, Liz Trubridge ; a Carnival Films production ; a Carnival/Masterpiece co-production.","W DVD 11,728 SEASON TWO, DISC 2",0201609416544,Lincoln Center--Quinn Library,AV
"Downton Abbey. Season 2 [videorecording (DVD)] / written and created by Julian Fellowes ; executive producers, Gareth Neame, Rebecca Eaton, Julian Fellowes ; producer, Liz Trubridge ; a Carnival Films production ; a Carnival/Masterpiece co-production.","W DVD 11,728 SEASON TWO, DISC 2",0201609698646,Lincoln Center--Quinn Library,AV
"Downton Abbey. Season 2 [videorecording (DVD)] / written and created by Julian Fellowes ; executive producers, Gareth Neame, Rebecca Eaton, Julian Fellowes ; producer, Liz Trubridge ; a Carnival Films production ; a Carnival/Masterpiece co-production.","W DVD 11,728 SEASON TWO, DISC 3",0201609416551,Lincoln Center--Quinn Library,AV
"Downton Abbey. Season 2 [videorecording (DVD)] / written and created by Julian Fellowes ; executive producers, Gareth Neame, Rebecca Eaton, Julian Fellowes ; producer, Liz Trubridge ; a Carnival Films production ; a Carnival/Masterpiece co-production.","W DVD 11,728 SEASON TWO, DISC 3",0201609698513,Lincoln Center--Quinn Library,AV
"Dr. Strangelove [videorecording (DVD)] : or, How I learned to stop worrying and love the bomb / Columbia Pictures Corporation presents a Stanley Kubrick production ; screenplay by Stanley Kubrick, Terry Southern & Peter George ; directed and produced by Stanley Kubrick.",W DVD 1911,0201606787749,Lincoln Center--Quinn Library,AV
"Dr. Strangelove [videorecording (DVD)] : or, How I learned to stop worrying and love the bomb / Columbia Pictures Corporation presents a Stanley Kubrick production ; screenplay by Stanley Kubrick, Terry Southern & Peter George ; directed and produced by Stanley Kubrick.",W DVD 1911,0201604664205,Lincoln Center--Quinn Library,AV
Horror of Dracula [videorecording (DVD)] / Warner Bros. Pictures ; a Hammer Film Production ; screenplay by Jimmy Sangster ; produced by Anthony Hinds ; directed by Terence Fisher.,W DVD 4734,0201607519893,Lincoln Center--Quinn Library,AV
Horror of Dracula [videorecording (DVD)] / Warner Bros. Pictures ; a Hammer Film Production ; screenplay by Jimmy Sangster ; produced by Anthony Hinds ; directed by Terence Fisher.,W DVD 4734,0201608266593,Lincoln Center--Quinn Library,AV
"The draughtsman's contract [videorecording (DVD)] / a production of the British Film Institute in association with Channel Four Television ; writer and director, Peter Greenaway.",W DVD 2234,0201606848186,Lincoln Center--Quinn Library,AV
"The draughtsman's contract [videorecording (DVD)] / a production of the British Film Institute in association with Channel Four Television ; writer and director, Peter Greenaway.",W DVD 2234,0201606321275,Lincoln Center--Quinn Library,AV
"Dune [videorecording (DVD)] / Universal Pictures ; Dino de Laurentiis ; producer, Raffaella de Laurentiis ; screenplay writer and director, David Lynch.",W DVD 4087,0201607237439,Lincoln Center--Quinn Library,AV
"Dune [videorecording (DVD)] / Universal Pictures ; Dino de Laurentiis ; producer, Raffaella de Laurentiis ; screenplay writer and director, David Lynch.",W DVD 4087,0201606329708,Lincoln Center--Quinn Library,AV
"Eastern promises [videorecording (DVD)] / Serendipity Point Films ; BBC Films ; Focus Features ; Kudos Film and Television ; Scion Films ; produced by Robert Lantos, Paul Webster ; screenplay by Steve Knight ; directed by David Cronenberg.",W DVD 8175,0201608151936,Lincoln Center--Quinn Library,AV
"Eastern promises [videorecording (DVD)] / Serendipity Point Films ; BBC Films ; Focus Features ; Kudos Film and Television ; Scion Films ; produced by Robert Lantos, Paul Webster ; screenplay by Steve Knight ; directed by David Cronenberg.",W DVD 8175,0201609175355,Lincoln Center--Quinn Library,AV
"Eastern promises [videorecording (DVD)] / Serendipity Point Films ; BBC Films ; Focus Features ; Kudos Film and Television ; Scion Films ; produced by Robert Lantos, Paul Webster ; screenplay by Steve Knight ; directed by David Cronenberg.",W DVD 8175,0201609177609,Lincoln Center--Quinn Library,AV
Edgar [videorecording (DVD)] / a production of Festival Euro Mediterraneo ; directed by Enrico Castiglione ; [music by] Giacomo Puccini.,W DVD 6265,0201607808429,Lincoln Center--Quinn Library,AV
Edgar [videorecording (DVD)] / a production of Festival Euro Mediterraneo ; directed by Enrico Castiglione ; [music by] Giacomo Puccini.,W DVD 6265,0201609495100,Lincoln Center--Quinn Library,AV
Elektra [videorecording (DVD)] / o Michadēs Kakogiannēs paroysiazei.,W DVD 5352,0201606328593,Lincoln Center--Quinn Library,AV
Elektra [videorecording (DVD)] / o Michadēs Kakogiannēs paroysiazei.,W DVD 5352,0201606328601,Lincoln Center--Quinn Library,AV
"Elevator to the gallows [videorecording (DVD)] / Nouvelles Éditions de Films ; producer, Jean Thuillier ; written by Roger Mimier, Louis Malle ; directed by Louis Malle.",W DVD 4520 V.1,0201607349549,Lincoln Center--Quinn Library,AV
"Elevator to the gallows [videorecording (DVD)] / Nouvelles Éditions de Films ; producer, Jean Thuillier ; written by Roger Mimier, Louis Malle ; directed by Louis Malle.",W DVD 4520 V.2,0201607349556,Lincoln Center--Quinn Library,AV
"Elevator to the gallows [videorecording (DVD)] / Nouvelles Éditions de Films ; producer, Jean Thuillier ; written by Roger Mimier, Louis Malle ; directed by Louis Malle.",W DVD 4520 V.1,0201608367987,Lincoln Center--Quinn Library,AV
"Elevator to the gallows [videorecording (DVD)] / Nouvelles Éditions de Films ; producer, Jean Thuillier ; written by Roger Mimier, Louis Malle ; directed by Louis Malle.",W DVD 4520 V.2,0201608367995,Lincoln Center--Quinn Library,AV
